Item Number,Derived Item,Is New,Added On,Is Deleted,Deleted On,MBS Fee,CPI Rate,CPI MBS Fee
66607,,-,-,-,-,75.75,0,75.75
66610,,-,-,-,-,75.75,0,75.75
66623,,-,-,-,-,41.5,0,41.5
66626,,-,-,-,-,24.1,0,24.1
66629,,-,-,-,-,20.1,0,20.1
66632,,-,-,-,-,20.1,0,20.1
66635,,-,-,-,-,20.1,0,20.1
66638,,-,-,-,-,49.05,0,49.05
66639,,-,-,-,-,29.2,0,29.2
66641,,-,-,-,-,29.2,0,29.2
66642,,-,-,-,-,29.2,0,29.2
66644,,-,-,-,-,20.15,0,20.15
66647,,-,-,-,-,45.1,0,45.1
66650,,-,-,-,-,24.35,0,24.35
66651,,-,-,-,-,24.35,0,24.35
66652,,-,-,-,-,20.3,0,20.3
66653,,-,-,-,-,44.6,0,44.6
66655,,-,-,-,-,20.15,0,20.15
66656,,-,-,-,-,20.15,0,20.15
66659,,-,-,-,-,37.3,0,37.3
66660,,-,-,-,-,37.3,0,37.3
66662,,-,-,-,-,79.95,0,79.95
66663,,-,-,-,-,79.95,0,79.95
66665,,-,-,-,-,30.6,0,30.6
66666,,-,-,-,-,30.6,0,30.6
66667,,-,-,-,-,30.6,0,30.6
66671,,-,-,-,-,36.9,0,36.9
66674,,-,-,-,-,39.95,0,39.95
66677,,-,-,-,-,11.15,0,11.15
66680,,-,-,-,-,74.45,0,74.45
66683,,-,-,-,-,74.45,0,74.45
66686,,-,-,-,-,50.65,0,50.65
66695,,-,-,-,-,30.5,0,30.5
66696,,-,-,-,-,30.5,0,30.5
66697,,-,-,-,-,13.2,0,13.2
66698,,-,-,-,-,43.7,0,43.7
66701,,-,-,-,-,56.9,0,56.9
66704,,-,-,-,-,70.15,0,70.15
66707,,-,-,-,-,83.35,0,83.35
66711,,-,-,-,-,30.15,0,30.15
66712,,-,-,-,-,43.05,0,43.05
66714,,-,-,-,-,30.15,0,30.15
66715,,-,-,-,-,12.85,0,12.85
66716,,-,-,-,-,25.05,0,25.05
66719,,-,-,-,-,34.8,0,34.8
66722,,-,-,-,-,37.9,0,37.9
66723,,-,-,-,-,37.9,0,37.9
66724,,-,-,-,-,13.15,0,13.15
66725,,-,-,-,-,51.05,0,51.05
66728,,-,-,-,-,64.2,0,64.2
66731,,-,-,-,-,77.4,0,77.4
66734,,-,-,-,-,90.55,0,90.55
66743,,-,-,-,-,20.1,0,20.1
66749,,-,-,-,-,32.95,0,32.95
66750,,-,-,-,-,39.75,0,39.75
66751,,-,-,-,-,55.25,0,55.25
66752,,-,-,-,-,24.7,0,24.7
66755,,-,-,-,-,38.85,0,38.85
66756,,-,-,-,-,98.3,0,98.3
66757,,-,-,-,-,98.3,0,98.3
66758,,-,-,-,-,24.7,0,24.7
66761,,-,-,-,-,13.15,0,13.15
66764,,-,-,-,-,8.9,0,8.9
66767,,-,-,-,-,17.85,0,17.85
66770,,-,-,-,-,26.7,0,26.7
66773,,-,-,-,-,24.65,0,24.65
66776,,-,-,-,-,24.65,0,24.65
66779,,-,-,-,-,39.95,0,39.95
66780,,-,-,-,-,39.95,0,39.95
66782,,-,-,-,-,13.15,0,13.15
66783,,-,-,-,-,13.15,0,13.15
66785,,-,-,-,-,39.95,0,39.95
66788,,-,-,-,-,65.85,0,65.85
66789,,-,-,-,-,39.95,0,39.95
66790,,-,-,-,-,25.9,0,25.9
66791,,-,-,-,-,74.45,0,74.45
66792,,-,-,-,-,74.45,0,74.45
66800,,-,-,-,-,18.15,0,18.15
66803,,-,-,-,-,30.5,0,30.5
66804,,-,-,-,-,18.15,0,18.15
66805,,-,-,-,-,12.35,0,12.35
66806,,-,-,-,-,41.85,0,41.85
66812,,-,-,-,-,34.8,0,34.8
66815,,-,-,-,-,59.55,0,59.55
66816,,-,-,-,-,34.8,0,34.8
66817,,-,-,-,-,24.75,0,24.75
66819,,-,-,-,-,30.6,0,30.6
66820,,-,-,-,-,30.6,0,30.6
66821,,-,-,-,-,21.8,0,21.8
66822,,-,-,-,-,52.45,0,52.45
66825,,-,-,-,-,30.6,0,30.6
66826,,-,-,-,-,30.6,0,30.6
66827,,-,-,-,-,21.8,0,21.8
66828,,-,-,-,-,52.45,0,52.45
66830,,-,-,-,-,58.5,0,58.5
66831,,-,-,-,-,30.95,0,30.95
66832,,-,-,-,-,30.95,0,30.95
66833,,-,-,-,-,30.05,0,30.05
66834,,-,-,-,-,30.05,0,30.05
66835,,-,-,-,-,39.05,0,39.05
66836,,-,-,-,-,39.05,0,39.05
66837,,-,-,-,-,39.05,0,39.05
66838,,-,-,-,-,23.6,0,23.6
66839,,-,-,-,-,42.95,0,42.95
66840,,-,-,-,-,23.6,0,23.6
66841,,-,-,-,-,16.8,0,16.8
66900,,-,-,-,-,77.65,0,77.65
69300,,-,-,-,-,12.5,0,12.5
69303,,-,-,-,-,22,0,22
69306,,-,-,-,-,33.75,0,33.75
69309,,-,-,-,-,48.15,0,48.15
69312,,-,-,-,-,33.75,0,33.75
69316,,-,-,-,-,28.65,0,28.65
69317,,-,-,-,-,35.85,0,35.85
69318,,-,-,-,-,33.75,0,33.75
69319,,-,-,-,-,42.95,0,42.95
69321,,-,-,-,-,48.15,0,48.15
69324,,-,-,-,-,43,0,43
69325,,-,-,-,-,43,0,43
69327,,-,-,-,-,85,0,85
69328,,-,-,-,-,85,0,85
69330,,-,-,-,-,128,0,128
69331,,-,-,-,-,128,0,128
69333,,-,-,-,-,20.55,0,20.55
69336,,-,-,-,-,33.45,0,33.45
69339,,-,-,-,-,19.1,0,19.1
69345,,-,-,-,-,52.9,0,52.9
69354,,-,-,-,-,30.75,0,30.75
69357,,-,-,-,-,61.45,0,61.45
69360,,-,-,-,-,92.2,0,92.2
69363,,-,-,-,-,28.65,0,28.65
69378,,-,-,-,-,180.25,0,180.25
69379,,-,-,-,-,180.25,0,180.25
69380,,-,-,-,-,770.3,0,770.3
69381,,-,-,-,-,180.25,0,180.25
69382,,-,-,-,-,180.25,0,180.25
69383,,-,-,-,-,180.25,0,180.25
69384,,-,-,-,-,15.65,0,15.65
69387,,-,-,-,-,29,0,29
69390,,-,-,-,-,42.35,0,42.35
69393,,-,-,-,-,55.7,0,55.7
69396,,-,-,-,-,69.1,0,69.1
69400,,-,-,-,-,15.65,0,15.65
69401,,-,-,-,-,13.35,0,13.35
69405,,-,-,-,-,15.65,0,15.65
69408,,-,-,-,-,29,0,29
69411,,-,-,-,-,42.35,0,42.35
69413,,-,-,-,-,55.7,0,55.7
69415,,-,-,-,-,69.1,0,69.1
69445,,-,-,-,-,92.2,0,92.2
69451,,-,-,-,-,92.2,0,92.2
69471,,-,-,-,-,34.9,0,34.9
69472,,-,-,-,-,15.65,0,15.65
69474,,-,-,-,-,28.65,0,28.65
69475,,-,-,-,-,15.65,0,15.65
69478,,-,-,-,-,29.25,0,29.25
69479,,Yes,01-05-2020,Yes,01-10-2022,50,2.5,51.25
69480,,Yes,01-05-2020,Yes,01-10-2022,100,2.5,102.5
69481,,-,-,-,-,40.55,0,40.55
69482,,-,-,-,-,152.1,0,152.1
69483,,-,-,-,-,152.1,0,152.1
69484,,-,-,-,-,17.1,0,17.1
69488,,-,-,-,-,180.25,0,180.25
69489,,-,-,-,-,180.25,0,180.25
69491,,-,-,-,-,204.8,0,204.8
69492,,-,-,-,-,204.8,0,204.8
69494,,-,-,-,-,28.65,0,28.65
69495,,-,-,-,-,35.85,0,35.85
69496,,-,-,-,-,43.05,0,43.05
69497,,-,-,-,-,28.65,0,28.65
69498,,-,-,-,-,7.2,0,7.2
69499,,-,-,-,-,92.2,0,92.2
69500,,-,-,-,-,92.2,0,92.2
69501,,Yes,01-08-2020,Yes,01-01-2022,110,0,110
69506,,Yes,01-10-2022,-,-,34.9,0,34.9
69507,,Yes,01-10-2022,-,-,37.85,0,37.85
69508,,Yes,01-10-2022,-,-,40.85,0,40.85
69509,,Yes,01-10-2022,-,-,43.8,0,43.8
69510,,Yes,01-10-2022,-,-,46.75,0,46.75
69511,,Yes,01-10-2022,-,-,68.85,0,68.85
69512,,Yes,01-10-2022,-,-,74.75,0,74.75
69513,,Yes,01-10-2022,-,-,80.65,0,80.65
69514,,Yes,01-10-2022,-,-,86.55,0,86.55
69515,,Yes,01-10-2022,-,-,92.45,0,92.45
71057,,-,-,-,-,32.9,0,32.9
71058,,-,-,-,-,50.5,0,50.5
71059,,-,-,-,-,35.65,0,35.65
71060,,-,-,-,-,44.05,0,44.05
71062,,-,-,-,-,44.05,0,44.05
71064,,-,-,-,-,20.75,0,20.75
71066,,-,-,-,-,14.55,0,14.55
71068,,-,-,-,-,14.55,0,14.55
71069,,-,-,-,-,22.75,0,22.75
71071,,-,-,-,-,30.95,0,30.95
71072,,-,-,-,-,14.55,0,14.55
71073,,-,-,-,-,106.15,0,106.15
71074,,-,-,-,-,14.55,0,14.55
71075,,-,-,-,-,23,0,23
71076,,-,-,-,-,106.15,0,106.15
71077,,-,-,-,-,27.05,0,27.05
71079,,-,-,-,-,26.8,0,26.8
71081,,-,-,-,-,40.55,0,40.55
71083,,-,-,-,-,20.15,0,20.15
71085,,-,-,-,-,28.95,0,28.95
71087,,-,-,-,-,37.7,0,37.7
71089,,-,-,-,-,29.15,0,29.15
71090,,-,-,-,-,29.15,0,29.15
71091,,-,-,-,-,52.85,0,52.85
71092,,-,-,-,-,23.7,0,23.7
71093,,-,-,-,-,76.45,0,76.45
71095,,-,-,-,-,40.55,0,40.55
71096,,-,-,-,-,40.55,0,40.55
71097,,-,-,-,-,24.45,0,24.45
71099,,-,-,-,-,26.5,0,26.5
71101,,-,-,-,-,17.4,0,17.4
71103,,-,-,-,-,52.05,0,52.05
71106,,-,-,-,-,11.3,0,11.3
71119,,-,-,-,-,17.35,0,17.35
71121,,-,-,-,-,20.8,0,20.8
71123,,-,-,-,-,24.25,0,24.25
71125,,-,-,-,-,27.65,0,27.65
71127,,-,-,-,-,176.35,0,176.35
71129,,-,-,-,-,217.85,0,217.85
71131,,-,-,-,-,259.35,0,259.35
71133,,-,-,-,-,10.4,0,10.4
71134,,-,-,-,-,104.05,0,104.05
71135,,-,-,-,-,207.95,0,207.95
71137,,-,-,-,-,30.25,0,30.25
71139,,-,-,-,-,104.05,0,104.05
71141,,-,-,-,-,197.35,0,197.35
71143,,-,-,-,-,260,0,260
71145,,-,-,-,-,424.5,0,424.5
71146,,-,-,-,-,104.05,0,104.05
71147,,-,-,-,-,40.55,0,40.55
71148,,-,-,-,-,40.55,0,40.55
71149,,-,-,-,-,108.25,0,108.25
71151,,-,-,-,-,118.85,0,118.85
71153,,-,-,-,-,34.55,0,34.55
71154,,-,-,-,-,34.55,0,34.55
71155,,-,-,-,-,47.45,0,47.45
71156,,-,-,-,-,12.85,0,12.85
71157,,-,-,-,-,60.3,0,60.3
71159,,-,-,-,-,73.15,0,73.15
71163,,-,-,-,-,24.75,0,24.75
71164,,-,-,-,-,39.9,0,39.9
71165,,-,-,-,-,34.55,0,34.55
71166,,-,-,-,-,47.45,0,47.45
71167,,-,-,-,-,60.3,0,60.3
71168,,-,-,-,-,73.15,0,73.15
71169,,-,-,-,-,34.55,0,34.55
71170,,-,-,-,-,12.85,0,12.85
71175,,Yes,01-11-2021,Yes,15-09-2021,50,0,50
71180,,-,-,-,-,34.55,0,34.55
71183,,-,-,-,-,47.45,0,47.45
71186,,-,-,-,-,60.3,0,60.3
71189,,-,-,-,-,15.5,0,15.5
71192,,-,-,-,-,28.35,0,28.35
71195,,-,-,-,-,40.05,0,40.05
71198,,-,-,-,-,40.55,0,40.55
71200,,-,-,-,-,59.6,0,59.6
71203,,-,-,-,-,40.55,0,40.55
72813,,-,-,-,-,71.5,0,71.5
72814,,Yes,01-01-2019,-,-,74.5,2.5,76.36
72816,,-,-,-,-,86.35,0,86.35
72817,,-,-,-,-,96.8,0,96.8
72818,,-,-,-,-,107.05,0,107.05
72823,,-,-,-,-,97.15,0,97.15
72824,,-,-,-,-,141.35,0,141.35
72825,,-,-,-,-,180.25,0,180.25
72826,,-,-,-,-,194.6,0,194.6
72827,,-,-,-,-,208.95,0,208.95
72828,,-,-,-,-,223.3,0,223.3
72830,,-,-,-,-,274.15,0,274.15
72836,,-,-,-,-,417.2,0,417.2
72838,,-,-,-,-,466.85,0,466.85
72844,,-,-,-,-,30.75,0,30.75
72846,,-,-,-,-,59.6,0,59.6
72847,,-,-,-,-,89.4,0,89.4
72848,,-,-,-,-,74.5,0,74.5
72849,,-,-,-,-,104.3,0,104.3
72850,,-,-,-,-,119.2,0,119.2
72851,,-,-,-,-,565,2.5,579.13
72852,,-,-,-,-,753,2.5,771.83
72855,,-,-,-,-,184.35,0,184.35
72856,,-,-,-,-,245.8,0,245.8
72857,,-,-,-,-,286.75,0,286.75
72858,,-,-,-,-,180,0,180
72859,,-,-,-,-,370,0,370
72860,,Yes,01-05-2019,-,-,85,2.5,87.13
73043,,-,-,-,-,22.85,0,22.85
73045,,-,-,-,-,48.6,0,48.6
73047,,-,-,-,-,94.7,0,94.7
73049,,-,-,-,-,68.15,0,68.15
73051,,-,-,-,-,170.35,0,170.35
73059,,-,-,-,-,43,0,43
73060,,-,-,-,-,57.35,0,57.35
73061,,-,-,-,-,51.2,0,51.2
73062,,-,-,-,-,89,0,89
73063,,-,-,-,-,99.35,0,99.35
73064,,-,-,-,-,71.7,0,71.7
73065,,-,-,-,-,86,0,86
73066,,-,-,-,-,221.45,0,221.45
73067,,-,-,-,-,129.15,0,129.15
73070,,-,-,-,-,35,0,35
73071,,-,-,-,-,35,0,35
73072,,-,-,-,-,35,0,35
73073,,-,-,Yes,01-11-2022,35,0,35
73074,,-,-,-,-,35,0,35
73075,,-,-,-,-,35,0,35
73076,,-,-,-,-,46,0,46
73287,,-,-,-,-,394.55,0,394.55
73289,,-,-,-,-,358.95,0,358.95
73290,,-,-,-,-,394.55,0,394.55
73291,,-,-,-,-,230.95,0,230.95
73292,,-,-,-,-,589.9,0,589.9
73293,,-,-,-,-,230.95,0,230.95
73294,,-,-,-,-,230.95,0,230.95
73295,,-,-,-,-,1200,0,1200
73296,,-,-,-,-,1200,0,1200
73297,,-,-,-,-,400,0,400
73298,,Yes,01-05-2019,-,-,1200,2.5,1230
73299,,Yes,01-05-2019,-,-,400,2.5,410
73300,,-,-,-,-,101.3,0,101.3
73301,,Yes,01-08-2020,-,-,1200,0,1200
73302,,Yes,01-08-2020,-,-,400,0,400
73303,,Yes,01-04-2022,-,-,1000,0,1000
73304,,Yes,01-04-2022,-,-,1000,0,1000
73305,,-,-,-,-,202.65,0,202.65
73308,,-,-,-,-,36.45,0,36.45
73309,,-,-,-,-,36.45,0,36.45
73311,,-,-,-,-,36.45,0,36.45
73312,,-,-,-,-,36.45,0,36.45
73314,,-,-,-,-,230.95,0,230.95
73315,,-,-,-,-,230.95,0,230.95
73317,,-,-,-,-,36.45,0,36.45
73318,,-,-,-,-,36.45,0,36.45
73320,,-,-,-,-,40.55,0,40.55
73321,,-,-,-,-,40.55,0,40.55
73323,,-,-,-,-,40.55,0,40.55
73324,,-,-,-,-,40.95,0,40.95
73325,,-,-,-,-,74.5,0,74.5
73326,,-,-,-,-,230.95,0,230.95
73327,,-,-,-,-,51.95,0,51.95
73332,,-,-,-,-,315.4,0,315.4
73333,,-,-,-,-,600,0,600
73334,,-,-,-,-,340,0,340
73335,,-,-,-,-,470,0,470
73336,,-,-,-,-,230.95,0,230.95
73337,,-,-,-,-,397.35,0,397.35
73338,,-,-,-,-,362.6,0,362.6
73339,,-,-,-,-,400,0,400
73340,,-,-,-,-,200,0,200
73341,,-,-,-,-,400,0,400
73342,,-,-,-,-,315.4,0,315.4
73343,,-,-,-,-,230.95,0,230.95
73344,,Yes,01-01-2019,-,-,400,2.5,410
73345,,-,-,-,-,500,0,500
73346,,-,-,-,-,500,0,500
73347,,-,-,-,-,500,0,500
73348,,-,-,-,-,250,0,250
73349,,-,-,-,-,500,0,500
73350,,-,-,-,-,250,0,250
73351,,Yes,01-02-2019,-,-,397.35,2.5,407.28
73352,,Yes,01-05-2020,-,-,1200,2.5,1230
73353,,Yes,01-05-2020,-,-,400,2.5,410
73354,,Yes,01-05-2020,-,-,1200,2.5,1230
73355,,Yes,01-05-2020,-,-,1200,2.5,1230
73356,,Yes,01-05-2020,-,-,1200,2.5,1230
73357,,Yes,01-05-2020,-,-,400,2.5,410
73358,,Yes,01-05-2020,-,-,2100,2.5,2152.5
73359,,Yes,01-05-2020,-,-,2900,2.5,2972.5
73360,,Yes,01-05-2020,-,-,500,2.5,512.5
73361,,Yes,01-05-2020,-,-,400,2.5,410
73362,,Yes,01-05-2020,-,-,400,2.5,410
73363,,Yes,01-05-2020,-,-,400,2.5,410
73364,,Yes,01-05-2020,-,-,400,2.5,410
73365,,Yes,01-05-2020,-,-,340,2.5,348.5
73366,,Yes,01-05-2020,-,-,400,2.5,410
73367,,Yes,01-05-2020,-,-,340,2.5,348.5
73368,,Yes,01-05-2020,-,-,400,2.5,410
73369,,Yes,01-05-2020,-,-,400,2.5,410
73370,,Yes,01-05-2020,-,-,500,2.5,512.5
73371,,Yes,01-05-2020,-,-,340,2.5,348.5
73372,,Yes,01-05-2020,-,-,340,2.5,348.5
73373,,Yes,01-05-2020,-,-,400,2.5,410
73374,,Yes,01-05-2020,-,-,340,2.5,348.5
73375,,Yes,01-05-2020,-,-,400,2.5,410
73376,,Yes,01-05-2020,-,-,800,2.5,820
73377,,Yes,01-05-2020,-,-,250,2.5,256.25
73378,,Yes,01-05-2020,-,-,340,2.5,348.5
73379,,Yes,01-05-2020,-,-,340,2.5,348.5
73380,,Yes,01-05-2020,-,-,340,2.5,348.5
73381,,Yes,01-05-2020,-,-,340,2.5,348.5
73382,,Yes,01-05-2020,-,-,340,2.5,348.5
73383,,Yes,01-05-2020,-,-,400,2.5,410
73384,,Yes,01-11-2021,Yes,15-09-2021,1736,0,1736
73385,,Yes,01-11-2021,Yes,15-09-2021,635,0,635
73386,,Yes,01-11-2021,Yes,15-09-2021,1270,0,1270
73387,,Yes,01-11-2021,Yes,15-09-2021,1905,0,1905
73388,,Yes,01-11-2021,Yes,15-09-2021,589.9,0,589.9
73389,,Yes,01-11-2021,Yes,15-09-2021,340,0,340
73391,,Yes,01-11-2021,Yes,15-09-2021,589.9,0,589.9
73392,,Yes,01-07-2022,-,-,1200,0,1200
73393,,Yes,01-07-2022,-,-,400,0,400
73394,,Yes,01-07-2022,-,-,1200,0,1200
73395,,Yes,01-07-2022,-,-,500,0,500
73396,,Yes,01-07-2022,-,-,90,0,90
73397,,Yes,01-07-2022,-,-,200,0,200
73398,,Yes,01-07-2022,-,-,420,0,420
73399,,Yes,01-07-2022,-,-,700,0,700
73401,,Yes,01-07-2022,-,-,2100,0,2100
73402,,Yes,01-07-2022,-,-,2100,0,2100
73403,,Yes,01-07-2022,-,-,500,0,500
73404,,Yes,01-07-2022,-,-,400,0,400
73405,,Yes,01-07-2022,-,-,1200,0,1200
73406,,Yes,01-07-2022,-,-,400,0,400
73410,,Yes,01-07-2022,-,-,100,0,100
73411,,Yes,01-07-2022,-,-,400,0,400
73412,,Yes,01-07-2022,-,-,250,0,250
73413,,Yes,01-07-2022,-,-,250,0,250
73416,,Yes,01-07-2022,-,-,1200,0,1200
73417,,Yes,01-07-2022,-,-,400,0,400
73418,,Yes,01-07-2022,-,-,400,0,400
73419,,Yes,01-07-2022,-,-,500,0,500
73420,,Yes,01-07-2022,-,-,56,0,56
73421,,Yes,01-07-2022,-,-,550,0,550
73422,,Yes,01-11-2022,-,-,1200,0,1200
73423,,Yes,01-11-2022,-,-,500,0,500
73424,,Yes,01-11-2022,-,-,1600,0,1600
73425,,Yes,01-11-2022,-,-,1800,0,1800
73426,,Yes,01-11-2022,-,-,2400,0,2400
73427,,Yes,01-11-2022,-,-,1200,0,1200
73428,,Yes,01-11-2022,-,-,500,0,500
73430,,Yes,01-07-2022,-,-,400,0,400
73431,,Yes,01-07-2022,-,-,533,0,533
73432,,Yes,01-07-2022,-,-,667,0,667
73433,,Yes,01-07-2022,-,-,1000,0,1000
73436,,Yes,01-11-2022,-,-,397.35,0,397.35
73521,,-,-,-,-,9.7,0,9.7
73523,,-,-,-,-,41.75,0,41.75
73525,,-,-,-,-,28.35,0,28.35
73527,,-,-,-,-,10,0,10
73529,,-,-,-,-,28.65,0,28.65
73801,,-,-,-,-,6.9,0,6.9
73802,,-,-,-,-,4.55,0,4.55
73803,,-,-,-,-,6.35,0,6.35
73804,,-,-,-,-,8.15,0,8.15
73805,,-,-,-,-,4.55,0,4.55
73806,,-,-,-,-,10.15,0,10.15
73807,,-,-,-,-,6.9,0,6.9
73808,,-,-,-,-,8.65,0,8.65
73809,,-,-,-,-,2.35,0,2.35
73810,,-,-,-,-,6.9,0,6.9
73811,,-,-,-,-,11.2,0,11.2
73812,,Yes,01-11-2021,Yes,15-09-2021,11.8,0,11.8
73826,,Yes,01-11-2021,Yes,15-09-2021,11.8,0,11.8
73828,,-,-,-,-,6.9,0,6.9
73829,,-,-,-,-,4.55,0,4.55
73830,,-,-,-,-,6.35,0,6.35
73831,,-,-,-,-,8.15,0,8.15
73832,,-,-,-,-,4.55,0,4.55
73833,,-,-,-,-,10.15,0,10.15
73834,,-,-,-,-,6.9,0,6.9
73835,,-,-,-,-,8.65,0,8.65
73836,,-,-,-,-,2.35,0,2.35
73837,,-,-,-,-,6.9,0,6.9
73839,,-,-,-,-,16.8,0,16.8
73840,,-,-,-,-,17,0,17
73844,,-,-,-,-,20.35,0,20.35
73899,,-,-,-,-,5.95,0,5.95
73900,,-,-,-,-,2.4,0,2.4
73920,,-,-,-,-,2.4,0,2.4
73922,,-,-,-,-,8.2,0,8.2
73923,,-,-,-,-,2.4,0,2.4
73924,,-,-,-,-,14.65,0,14.65
73925,,-,-,-,-,2.4,0,2.4
73926,,-,-,-,-,8.2,0,8.2
73927,,-,-,-,-,2.4,0,2.4
73928,,-,-,-,-,5.95,0,5.95
73929,,-,-,-,-,2.4,0,2.4
73930,,-,-,-,-,5.95,0,5.95
73931,,-,-,-,-,2.4,0,2.4
73932,,-,-,-,-,10.25,0,10.25
73933,,-,-,-,-,2.4,0,2.4
73934,,-,-,-,-,17.6,0,17.6
73935,,-,-,-,-,2.4,0,2.4
73936,,-,-,-,-,5.95,0,5.95
73937,,-,-,-,-,2.4,0,2.4
73938,,-,-,-,-,7.95,0,7.95
73939,,-,-,-,-,2.4,0,2.4
73940,,-,-,-,-,10.25,0,10.25
74990,,-,-,-,-,7.2,0,7.2
74991,,-,-,-,-,10.9,0,10.9
74992,,-,-,-,-,1.6,0,1.6
74993,,-,-,-,-,3.75,0,3.75
74994,,-,-,-,-,3.25,0,3.25
74995,,-,-,-,-,4,0,4
74996,,-,-,-,-,3.7,0,3.7
74997,,-,-,-,-,3.3,0,3.3
74998,,-,-,-,-,2,0,2
74999,,-,-,-,-,1.6,0,1.6
75001,,-,-,-,-,85.55,13.1408,96.79
75004,,-,-,-,-,43,13.1408,48.65
75006,,-,-,-,-,76.25,13.1408,86.27
75009,,-,-,-,-,68.15,13.1408,77.11
75012,,-,-,-,-,108.05,13.1408,122.25
75015,,-,-,-,-,148.55,13.1408,168.07
75018,,-,-,-,-,189.25,13.1408,214.12
75021,,-,-,-,-,232.05,13.1408,262.54
75023,,-,-,-,-,46.45,13.1408,52.55
75024,,-,-,-,-,600.1,13.1408,678.96
75027,,-,-,-,-,822.9,13.1408,931.04
75030,,-,-,-,-,732.7,13.1408,828.98
75033,,-,-,-,-,1200.95,13.1408,1358.76
75034,,-,-,-,-,611.25,13.1408,691.57
75036,,-,-,-,-,1658.75,13.1408,1876.72
75037,,-,-,-,-,2089.15,13.1408,2363.68
75039,,-,-,-,-,555.25,13.1408,628.21
75042,,-,-,-,-,207.55,13.1408,234.82
75045,,-,-,-,-,1111.55,13.1408,1257.62
75048,,-,-,-,-,285.05,13.1408,322.51
75049,,-,-,-,-,333.6,13.1408,377.44
75050,,-,-,-,-,644.05,13.1408,728.68
75051,,-,-,-,-,988.65,13.1408,1118.57
75150,,-,-,-,-,85.55,13.1408,96.79
75153,,-,-,-,-,43,13.1408,48.65
75156,,-,-,-,-,76.25,13.1408,86.27
75200,,-,-,-,-,54.9,13.1408,62.11
75203,,-,-,-,-,82.45,13.1408,93.28
75206,,-,-,-,-,27.35,13.1408,30.94
75400,,-,-,-,-,164.75,13.1408,186.4
75403,,-,-,-,-,189.25,13.1408,214.12
75406,,-,-,-,-,215.65,13.1408,243.99
75409,,-,-,-,-,244.25,13.1408,276.35
75412,,-,-,-,-,136.4,13.1408,154.32
75415,,-,-,-,-,164.75,13.1408,186.4
75600,,-,-,-,-,232.05,13.1408,262.54
75603,,-,-,-,-,272.75,13.1408,308.59
75606,,-,-,-,-,272.75,13.1408,308.59
75609,,-,-,-,-,407.15,13.1408,460.65
75612,,-,-,-,-,503.85,13.1408,570.06
75615,,-,-,-,-,186.5,13.1408,211.01
75618,,-,-,-,-,231.6,13.1408,262.03
75621,,-,-,-,-,231.6,13.1408,262.03
75800,,-,-,-,-,82.45,13.1408,93.28
75803,,-,-,-,-,329.75,13.1408,373.08
75806,,-,-,-,-,386.75,13.1408,437.57
75809,,-,-,-,-,457.95,13.1408,518.13
75812,,-,-,-,-,508.85,13.1408,575.72
75815,,-,-,-,-,620.9,13.1408,702.49
75818,,-,-,-,-,732.7,13.1408,828.98
75821,,-,-,-,-,590.15,13.1408,667.7
75824,,-,-,-,-,681.8,13.1408,771.39
75827,,-,-,-,-,783.75,13.1408,886.74
75830,,-,-,-,-,865.1,13.1408,978.78
75833,,-,-,-,-,1058.35,13.1408,1197.43
75836,,-,-,-,-,1211.05,13.1408,1370.19
75839,,-,-,-,-,27.35,13.1408,30.94
75842,,-,-,-,-,40.75,13.1408,46.1
75845,,-,-,-,-,203.65,13.1408,230.41
75848,,-,-,-,-,244.25,13.1408,276.35
75851,,-,-,-,-,122.15,13.1408,138.2
75854,,-,-,-,-,122.15,13.1408,138.2
75855,,Yes,01-01-2022,-,-,12.3,0,12.3
75856,,Yes,01-01-2022,-,-,13.1,0,13.1
75857,,Yes,01-01-2022,-,-,13.85,0,13.85
75858,,Yes,01-01-2022,-,-,14.65,0,14.65
75861,,Yes,01-01-2022,-,-,11.55,0,11.55
75862,,Yes,01-01-2022,-,-,12.25,0,12.25
75863,,Yes,01-01-2022,-,-,13,0,13
75864,,Yes,01-01-2022,-,-,14.25,0,14.25
80000,,-,-,-,-,99.75,13.1408,112.86
80001,,-,-,-,-,99.75,13.1408,112.86
80005,,-,-,-,-,124.65,13.1408,141.03
80010,,-,-,-,-,146.45,13.1408,165.7
80011,,-,-,-,-,146.45,13.1408,165.7
80015,,-,-,-,-,171.35,13.1408,193.87
80020,,-,-,-,-,37.2,13.1408,42.09
80021,,-,-,-,-,37.2,13.1408,42.09
80022,,Yes,01-11-2022,-,-,53.5,0,53.5
80023,,Yes,01-11-2022,-,-,53.5,0,53.5
80024,,Yes,01-11-2022,-,-,72.75,0,72.75
80025,,Yes,01-11-2022,-,-,72.75,0,72.75
80100,,-,-,-,-,70.65,13.1408,79.93
80101,,-,-,-,-,70.65,13.1408,79.93
80105,,-,-,-,-,96.15,13.1408,108.79
80110,,-,-,-,-,99.75,13.1408,112.86
80111,,-,-,-,-,99.75,13.1408,112.86
80115,,-,-,-,-,125.3,13.1408,141.76
80120,,-,-,-,-,25.45,13.1408,28.79
80121,,-,-,-,-,25.45,13.1408,28.79
80122,,Yes,01-11-2022,-,-,36.65,0,36.65
80123,,Yes,01-11-2022,-,-,36.65,0,36.65
80125,,-,-,-,-,62.25,13.1408,70.43
80126,,-,-,-,-,62.25,13.1408,70.43
80127,,Yes,01-11-2022,-,-,49.8,0,49.8
